,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20
David Lewiss Metaphysics_3 Perfectly natural properties and relations.txt,"('natural', 21)","('perfectly', 17)","('properties', 16)","('lewis', 14)","('relations', 14)","('fundamental', 12)","('property', 8)","('one', 7)","('theory', 7)","('possible', 7)","('nature', 6)","('see', 6)","('particular', 6)","('account', 5)","('universals', 5)","('roughly', 5)","('like', 4)","('entities', 4)","('least', 4)","('thinks', 4)"
Principia Mathematica_1 Overview.txt,"('numbers', 25)","('theory', 20)","('set', 18)","('sets', 16)","('system', 12)","('types', 12)","('natural', 12)","('volume', 10)","('work', 9)","('logic', 9)","('mathematics', 8)","('contemporary', 8)","('arithmetic', 8)","('simple', 8)","('real', 8)","('russell', 7)","('defined', 7)","('number', 7)","('rational', 7)","('frege', 6)"
Supervenience_4 Varieties of Supervenience.txt,"('supervenience', 198)","('strong', 96)","('global', 84)","('weak', 68)","('worlds', 50)","('individual', 46)","('properties', 45)","('world', 29)","('two', 25)","('see', 25)","('possible', 24)","('thesis', 24)","('entail', 23)","('property', 23)","('case', 22)","('section', 21)","('set', 20)","('intrinsic', 19)","('versions', 19)","('individuals', 18)"
Physicalism_16 The Case Against Physicalism III Methodological Issues.txt,"('project', 30)","('naturalistic', 13)","('argument', 8)","('physicalist', 8)","('philosophy', 6)","('mind', 6)","('world', 6)","('methodological', 5)","('chomskys', 5)","('consciousness', 5)","('metaphysical', 5)","('physicalism', 4)","('number', 4)","('criticism', 4)","('first', 4)","('rather', 4)","('place', 4)","('ways', 4)","('misleading', 4)","('limits', 4)"
Type Theory_2 Simple Type Theory and the lambdaCalculus.txt,"('type', 30)","('theory', 14)","('classes', 10)","('form', 9)","('objects', 8)","('types', 8)","('individuals', 8)","('one', 8)","('simple', 7)","('functions', 7)","('notation', 7)","('predicates', 6)","('see', 6)","('function', 6)","('lambda', 6)","('lambdacalculus', 5)","('defined', 5)","('instance', 5)","('relations', 5)","('propositions', 5)"
Qualia_7 Representational Theories of Qualia.txt,"('experiences', 20)","('representational', 19)","('qualia', 17)","('experience', 16)","('contents', 13)","('content', 13)","('see', 11)","('view', 10)","('phenomenal', 7)","('qualities', 7)","('represented', 6)","('one', 6)","('properties', 6)","('red', 5)","('external', 5)","('also', 5)","('certain', 5)","('respect', 5)","('world', 4)","('according', 4)"
Narrow Mental Content_4 Conceptions of Narrow Content.txt,"('content', 100)","('narrow', 66)","('broad', 43)","('thought', 42)","('context', 31)","('contents', 27)","('oscar', 25)","('twin', 23)","('truth', 23)","('world', 23)","('mental', 20)","('water', 18)","('conception', 18)","('way', 17)","('role', 17)","('would', 16)","('xyz', 15)","('conceptual', 15)","('conditions', 15)","('belief', 14)"
Formalism in the Philosophy of Mathematics_8 Contemporary Formalism.txt,"('formalism', 19)","('proofs', 14)","('one', 12)","('mathematical', 10)","('truth', 10)","('formalist', 9)","('proof', 9)","('mathematics', 9)","('azzouni', 8)","('derivations', 8)","('concrete', 8)","('theory', 7)","('game', 7)","('position', 7)","('fictionalism', 7)","('formal', 7)","('sense', 7)","('may', 6)","('exist', 6)","('even', 6)"
Ludwig Wittgenstein_3 The Later Wittgenstein.txt,"('language', 27)","('wittgenstein', 25)","('philosophical', 19)","('philosophy', 18)","('tractatus', 13)","('form', 13)","('word', 13)","('investigations', 12)","('rule', 12)","('part', 10)","('use', 10)","('one', 9)","('new', 9)","('meaning', 9)","('life', 9)","('say', 8)","('uses', 8)","('later', 7)","('writings', 7)","('way', 7)"
Ernst Mach_4 Philosophy of Science.txt,"('science', 34)","('mach', 19)","('ideas', 13)","('nature', 10)","('economy', 10)","('also', 9)","('evolution', 9)","('memory', 8)","('better', 8)","('world', 8)","('biological', 8)","('variation', 8)","('knowledge', 7)","('history', 6)","('theory', 6)","('must', 6)","('evolutionary', 6)","('economical', 6)","('sense', 5)","('thus', 5)"
Karl Popper_6 Social and Political ThoughtThe Critique of Historicism and Holism.txt,"('social', 18)","('popper', 7)","('history', 5)","('sciences', 4)","('holism', 4)","('view', 4)","('human', 4)","('principles', 4)","('individual', 4)","('critical', 4)","('political', 3)","('upon', 3)","('totalitarianism', 3)","('historicism', 3)","('groupings', 3)","('members', 3)","('laws', 3)","('development', 3)","('individuals', 3)","('holds', 3)"
Metaethics_8 Moral Principles and Particular Judgments.txt,"('moral', 9)","('principles', 7)","('one', 7)","('wrong', 5)","('general', 4)","('morality', 4)","('assumption', 3)","('set', 3)","('would', 3)","('difference', 3)","('good', 3)","('answer', 3)","('history', 2)","('identify', 2)","('explain', 2)","('action', 2)","('institutions', 2)","('characters', 2)","('think', 2)","('particular', 2)"
Logicism and Neologicism_5 Modal NeoLogicism.txt,"('zalta', 9)","('object', 6)","('world', 5)","('one', 4)","('possible', 4)","('abstract', 4)","('property', 4)","('principle', 4)","('numbers', 3)","('logic', 3)","('relation', 3)","('properties', 3)","('encodes', 3)","('principles', 3)","('following', 3)","('system', 3)","('modal', 2)","('secondorder', 2)","('identity', 2)","('firstorder', 2)"
Thomas Kuhn_4 Incommensurability and WorldChange.txt,"('kuhn', 34)","('theory', 24)","('incommensurability', 23)","('scientific', 16)","('theories', 15)","('one', 14)","('meaning', 14)","('thesis', 12)","('different', 11)","('observation', 11)","('view', 10)","('world', 10)","('comparison', 9)","('change', 9)","('terms', 9)","('science', 9)","('observational', 9)","('may', 8)","('structure', 8)","('theoretical', 8)"
The Problem of Perception_2 The Problem of Perception.txt,"('argument', 28)","('one', 26)","('aware', 24)","('ordinary', 24)","('object', 20)","('experience', 19)","('objects', 14)","('veridical', 14)","('see', 13)","('experiences', 13)","('hallucinations', 12)","('perceptual', 12)","('conclusion', 11)","('illusion', 10)","('awareness', 10)","('perceptually', 9)","('illusory', 9)","('perception', 8)","('hallucination', 8)","('case', 8)"
John Buridan_2 Writings.txt,"('buridans', 8)","('commentary', 8)","('treatise', 5)","('versions', 4)","('work', 4)","('summulae', 4)","('logic', 4)","('editions', 4)","('works', 3)","('commentaries', 3)","('aristotle', 3)","('aristotles', 3)","('text', 3)","('student', 3)","('buridan', 3)","('anima', 3)","('tractatus', 3)","('medieval', 3)","('read', 3)","('thought', 3)"
The Analytic Synthetic Distinction_2 High Hopes.txt,"('could', 13)","('claims', 9)","('philosophers', 8)","('mathematics', 7)","('logical', 7)","('many', 6)","('knowledge', 6)","('world', 6)","('synonyms', 6)","('seemed', 6)","('would', 5)","('seem', 5)","('way', 5)","('showing', 5)","('experience', 5)","('logic', 5)","('see', 5)","('concepts', 5)","('say', 5)","('certain', 5)"
Donald Davidson_2 Action and Mind.txt,"('events', 31)","('mental', 26)","('action', 22)","('event', 22)","('physical', 22)","('strict', 17)","('davidson', 16)","('laws', 13)","('reason', 13)","('description', 12)","('descriptions', 12)","('law', 12)","('one', 11)","('see', 10)","('also', 10)","('indeed', 9)","('reasons', 9)","('explanation', 9)","('reference', 9)","('form', 9)"
Second order and Higher order Logic_1 Introduction.txt,"('logic', 35)","('secondorder', 21)","('first', 16)","('order', 16)","('theory', 14)","('numbers', 13)","('natural', 7)","('general', 7)","('models', 7)","('model', 6)","('theorem', 6)","('also', 5)","('set', 5)","('cannot', 5)","('forall', 4)","('variables', 4)","('expressed', 4)","('infinite', 4)","('completeness', 4)","('one', 3)"
Otto Neurath_3 Neuraths place in logical empiricism physicalism antifoundationalism holism naturalism externalism pragmatism.txt,"('neurath', 57)","('knowledge', 42)","('language', 39)","('scientific', 37)","('statements', 37)","('logical', 36)","('terms', 30)","('logic', 29)","('protocol', 27)","('also', 23)","('carnap', 21)","('science', 19)","('empirical', 18)","('linguistic', 16)","('role', 16)","('universal', 15)","('philosophical', 14)","('philosophy', 14)","('experience', 14)","('would', 14)"
Propositions_9 Propositions Facts and States of Affairs.txt,"('propositions', 24)","('proposition', 17)","('identity', 12)","('constituents', 10)","('structured', 9)","('property', 7)","('entities', 6)","('sets', 6)","('distinct', 6)","('conditions', 5)","('theory', 5)","('one', 5)","('different', 5)","('see', 5)","('problem', 5)","('modes', 5)","('quine', 4)","('abstract', 4)","('identical', 4)","('properties', 4)"
Action_2 Intentional Action and Intention.txt,"('intention', 35)","('agent', 31)","('intentions', 23)","('action', 20)","('agents', 16)","('view', 13)","('account', 12)","('causal', 12)","('ging', 11)","('example', 11)","('intentionally', 10)","('future', 10)","('bratman', 9)","('simple', 8)","('also', 8)","('see', 8)","('intends', 7)","('one', 7)","('ascriptions', 7)","('davidson', 7)"
Medieval Theories  Properties of Terms_7 Conclusion.txt,"('semantic', 3)","('theory', 2)","('medievals', 1)","('solution', 1)","('every', 1)","('puzzle', 1)","('faced', 1)","('contemporary', 1)","('philosophers', 1)","('properties', 1)","('terms', 1)","('basis', 1)","('rich', 1)","('within', 1)","('able', 1)","('develop', 1)","('complete', 1)","('fruitful', 1)","('theories', 1)","('yielded', 1)"
The Computational Theory of Mind_4 Neural networks.txt,"('neural', 58)","('networks', 34)","('models', 32)","('computation', 29)","('computational', 25)","('network', 24)","('connectionism', 23)","('classical', 23)","('nodes', 18)","('many', 16)","('neuroscience', 15)","('learning', 14)","('cognitive', 14)","('turingstyle', 13)","('connectionist', 13)","('brain', 13)","('neurons', 12)","('mental', 12)","('argument', 11)","('one', 10)"
Reference_1 Introduction.txt,"('terms', 14)","('reference', 11)","('refer', 6)","('words', 6)","('things', 5)","('referential', 5)","('section', 5)","('world', 4)","('various', 4)","('focus', 4)","('virtue', 4)","('talk', 3)","('true', 3)","('seem', 3)","('barack', 3)","('obama', 3)","('proper', 3)","('referring', 3)","('names', 3)","('indexicals', 3)"
Russells Moral Philosophy_10 Russells ErrorTheoretic Wobble There Is No Absolute Good.txt,"('things', 22)","('property', 21)","('russell', 20)","('meaning', 15)","('approve', 15)","('since', 13)","('goodness', 12)","('predicate', 12)","('would', 12)","('good', 11)","('mean', 11)","('theory', 11)","('word', 11)","('thing', 10)","('terms', 10)","('something', 10)","('king', 10)","('must', 9)","('approval', 9)","('cannot', 9)"
Propositional Function_11 Categorial Grammar.txt,"('type', 19)","('categorial', 8)","('sentence', 8)","('expression', 7)","('function', 7)","('functions', 6)","('noun', 6)","('propositional', 6)","('grammar', 5)","('types', 5)","('phrase', 5)","('right', 5)","('grammars', 4)","('used', 4)","('takes', 4)","('returns', 4)","('verb', 4)","('take', 4)","('also', 4)","('principle', 4)"
The Language of Thought Hypothesis_4 Arguments for LOTH.txt,"('mary', 22)","('john', 19)","('loves', 18)","('mental', 16)","('mechanical', 13)","('inference', 12)","('operation', 11)","('entertain', 10)","('ability', 10)","('conjunction', 9)","('mentalese', 7)","('argument', 7)","('thought', 7)","('sentence', 7)","('explanation', 7)","('systematicity', 7)","('semantic', 7)","('logical', 7)","('fodor', 6)","('rttcomp', 6)"
Ren Descartes_1 Intellectual Biography.txt,"('descartes', 67)","('philosophy', 27)","('work', 18)","('matter', 17)","('first', 11)","('including', 11)","('principles', 11)","('also', 10)","('physics', 10)","('mersenne', 10)","('treatise', 10)","('form', 10)","('metaphysics', 9)","('natural', 9)","('works', 8)","('earth', 8)","('netherlands', 8)","('qualities', 8)","('france', 7)","('years', 7)"
Gottfried Wilhelm Leibniz_3 Some Fundamental Principles of Leibnizs Philosophy.txt,"('principle', 28)","('leibniz', 27)","('properties', 20)","('reason', 12)","('two', 11)","('principles', 9)","('great', 8)","('metaphysics', 8)","('also', 8)","('best', 7)","('one', 7)","('truths', 7)","('things', 7)","('relational', 7)","('sufficient', 6)","('could', 6)","('identity', 6)","('world', 6)","('must', 6)","('intrinsic', 6)"
The Analysis of Knowledge_2 Lightweight Knowledge.txt,"('sense', 6)","('true', 5)","('whether', 5)","('one', 5)","('know', 4)","('knowledge', 3)","('example', 3)","('belief', 3)","('knows', 3)","('might', 3)","('students', 3)","('answer', 3)","('planning', 3)","('lightweight', 3)","('stronger', 3)","('epistemologists', 2)","('may', 2)","('require', 2)","('another', 2)","('requires', 2)"
Herbert Feigl_3 Logical Empiricism and Scientific Realism.txt,"('feigl', 33)","('logical', 18)","('theoretical', 12)","('see', 11)","('realism', 9)","('terms', 9)","('science', 9)","('meaning', 8)","('according', 7)","('statements', 7)","('reference', 7)","('truth', 7)","('scientific', 6)","('however', 6)","('account', 6)","('ibid', 6)","('empirical', 6)","('argued', 5)","('entities', 5)","('neuber', 5)"
Descriptions_6 Dissolving Descriptions.txt,"('descriptions', 24)","('uniqueness', 18)","('one', 16)","('claim', 14)","('definite', 14)","('case', 13)","('analysis', 12)","('like', 12)","('also', 9)","('idea', 8)","('following', 8)","('cases', 8)","('making', 8)","('noise', 8)","('existence', 7)","('maximality', 7)","('see', 7)","('pragmatic', 7)","('literally', 7)","('theory', 7)"
The Philosophy of Neuroscience_8 Developments over the Second Decade of the TwentyFirst Century.txt,"('neuroscience', 39)","('cognitive', 24)","('visual', 17)","('systems', 16)","('model', 16)","('models', 15)","('explanation', 15)","('different', 15)","('one', 13)","('two', 13)","('mechanistic', 12)","('mechanisms', 12)","('account', 12)","('brain', 12)","('silva', 12)","('craver', 11)","('psychology', 11)","('information', 11)","('landreth', 11)","('mechanism', 10)"
Thomas Reid_7 Aesthetics.txt,"('reids', 28)","('reid', 25)","('qualities', 25)","('expression', 18)","('aesthetic', 17)","('fine', 15)","('arts', 15)","('beauty', 12)","('aesthetics', 11)","('art', 11)","('theory', 11)","('primary', 10)","('emotion', 10)","('artwork', 9)","('secondary', 9)","('lectures', 8)","('music', 8)","('properties', 7)","('artist', 7)","('painting', 7)"
Type Theory_5 Type TheoryCategory Theory.txt,"('type', 12)","('theory', 9)","('category', 9)","('one', 7)","('free', 6)","('closed', 5)","('topos', 4)","('show', 4)","('equality', 4)","('cartesian', 3)","('types', 3)","('terms', 3)","('lambek', 3)","('scott', 3)","('rightarrow', 3)","('take', 3)","('logical', 3)","('element', 2)","('define', 2)","('relation', 2)"
Mental Imagery_4 Imagery in Cognitive Science.txt,"('imagery', 204)","('theory', 99)","('mental', 83)","('kosslyn', 71)","('see', 45)","('visual', 45)","('pylyshyn', 43)","('however', 42)","('cognitive', 41)","('theories', 39)","('image', 36)","('also', 34)","('images', 31)","('experimental', 28)","('although', 27)","('pictures', 26)","('representations', 25)","('debate', 25)","('thomas', 25)","('quasipictorial', 25)"
Propositional Function_4 Fregean Functions and Concepts.txt,"('frege', 12)","('sense', 9)","('functions', 8)","('sentence', 8)","('asleep', 8)","('concept', 8)","('dog', 7)","('concepts', 7)","('values', 6)","('objects', 5)","('senses', 5)","('floor', 4)","('expressions', 4)","('thought', 4)","('freges', 4)","('object', 4)","('see', 4)","('expressing', 3)","('applying', 3)","('one', 3)"
Alfred Tarski_2 Truth.txt,"('tarski', 52)","('language', 26)","('truth', 23)","('theory', 22)","('lgtc', 20)","('predicate', 19)","('metalanguage', 18)","('one', 17)","('notions', 16)","('definition', 16)","('lcc', 16)","('classes', 16)","('sequences', 15)","('would', 13)","('individuals', 13)","('semantical', 12)","('system', 12)","('sentence', 12)","('finite', 10)","('types', 9)"
Ontological Commitment_2 Entailment Accounts of Ontological Commitment.txt,"('ontological', 54)","('entailment', 49)","('commitment', 27)","('theory', 26)","('account', 24)","('theories', 20)","('relation', 19)","('modal', 19)","('exist', 17)","('commitments', 15)","('sentences', 14)","('propositions', 14)","('problem', 13)","('test', 13)","('criterion', 12)","('possible', 12)","('one', 11)","('accounts', 11)","('quantifier', 10)","('analysis', 10)"
Reasons for Action  Justification  Motivation  Explanation_2 Normative Reasons.txt,"('reason', 55)","('reasons', 53)","('normative', 36)","('facts', 21)","('right', 18)","('agent', 17)","('may', 15)","('whether', 15)","('one', 13)","('action', 12)","('act', 12)","('justified', 12)","('thing', 11)","('fact', 11)","('justification', 10)","('moral', 10)","('something', 10)","('acting', 9)","('say', 9)","('would', 9)"
Narrow Mental Content_2 Arguments for Broad Content.txt,"('water', 30)","('content', 27)","('twin', 21)","('oscar', 20)","('natural', 17)","('examples', 16)","('properties', 15)","('kind', 14)","('broad', 12)","('putnams', 12)","('earth', 12)","('example', 12)","('arthritis', 12)","('beliefs', 11)","('putnam', 10)","('refer', 10)","('burge', 10)","('kinds', 10)","('burges', 10)","('narrow', 10)"
Intentionality_6 Direct reference.txt,"('thoughts', 14)","('concrete', 11)","('reference', 11)","('definite', 11)","('proper', 10)","('direct', 9)","('singular', 9)","('according', 9)","('chirac', 9)","('belief', 9)","('individual', 8)","('theory', 8)","('utterance', 8)","('express', 8)","('fact', 7)","('possible', 7)","('name', 6)","('description', 6)","('socialist', 6)","('counterfactual', 6)"
Logical Constants_6 Inferential characterizations.txt,"('rules', 51)","('logical', 21)","('introduction', 21)","('elimination', 21)","('constants', 19)","('semantic', 16)","('constant', 15)","('must', 13)","('would', 13)","('one', 12)","('dqw', 11)","('rule', 10)","('grasp', 9)","('value', 9)","('sense', 9)","('meaning', 8)","('dqexists', 8)","('inferential', 7)","('example', 7)","('use', 7)"
Doctrine of Double Effect_1 Formulations of the principle of double effect.txt,"('effect', 14)","('harm', 14)","('causing', 10)","('end', 9)","('good', 8)","('double', 7)","('selfdefense', 7)","('one', 6)","('agency', 6)","('principle', 5)","('act', 5)","('intended', 5)","('provided', 4)","('may', 4)","('means', 4)","('distinction', 4)","('side', 4)","('condition', 4)","('aquinas', 3)","('killing', 3)"
The Philosophy of Neuroscience_5 Locating Cognitive Functions From Lesion Studies to Functional Neuroimaging.txt,"('functional', 30)","('localization', 14)","('arguments', 11)","('analysis', 10)","('deficits', 8)","('evidence', 8)","('explanation', 8)","('capacity', 8)","('specific', 7)","('studies', 7)","('damage', 7)","('speech', 7)","('production', 7)","('available', 7)","('functions', 6)","('brain', 6)","('area', 6)","('lesion', 6)","('von', 6)","('eckardt', 6)"
The Analytic Synthetic Distinction_3 Problems with the Distinction.txt,"('analytic', 27)","('see', 22)","('quine', 22)","('would', 21)","('could', 20)","('one', 19)","('meaning', 18)","('logic', 17)","('might', 15)","('way', 14)","('sentences', 13)","('seems', 13)","('set', 13)","('theory', 13)","('many', 12)","('seem', 12)","('discussion', 11)","('merely', 10)","('cases', 10)","('perhaps', 10)"
The Deflationary Theory of Truth_7 Objections to Deflationism.txt,"('truth', 127)","('deflationism', 57)","('theory', 52)","('true', 44)","('one', 39)","('proposition', 30)","('propositions', 29)","('however', 28)","('theories', 28)","('false', 27)","('meaning', 26)","('deflationists', 25)","('sentences', 23)","('problem', 22)","('esprop', 22)","('might', 21)","('notion', 20)","('gap', 20)","('instances', 20)","('deflationary', 19)"
The Analysis of Knowledge_7 Is Knowledge Analyzable.txt,"('one', 11)","('knowledge', 10)","('belief', 9)","('condition', 7)","('would', 7)","('gettier', 6)","('jtb', 5)","('theory', 5)","('analysis', 5)","('justification', 5)","('recipe', 5)","('case', 5)","('living', 5)","('room', 5)","('justified', 4)","('zagzebski', 4)","('cases', 4)","('truth', 4)","('faculties', 4)","('working', 4)"
Russells Logical Atomism_4 Ontological Aspects of Russells Logical Atomism.txt,"('russell', 60)","('logical', 42)","('atomic', 40)","('one', 38)","('facts', 35)","('fact', 30)","('propositions', 26)","('relations', 25)","('relation', 23)","('complex', 22)","('simple', 21)","('analysis', 21)","('might', 20)","('independent', 18)","('proposition', 18)","('certain', 18)","('could', 17)","('entities', 16)","('another', 14)","('form', 13)"
Alfred North Whitehead_5 Philosophy of Education.txt,"('education', 27)","('whitehead', 17)","('thought', 9)","('stage', 9)","('scientific', 9)","('life', 8)","('educational', 7)","('three', 7)","('science', 6)","('philosophy', 6)","('culture', 6)","('experience', 6)","('technical', 6)","('fundamental', 6)","('intellectual', 6)","('knowledge', 5)","('subjective', 5)","('literary', 5)","('many', 4)","('two', 4)"
Plato_12 Why dialogues.txt,"('form', 12)","('dialogue', 11)","('plato', 7)","('platos', 7)","('work', 6)","('learn', 5)","('reading', 4)","('readers', 4)","('ask', 4)","('sense', 4)","('example', 4)","('one', 4)","('best', 4)","('way', 4)","('works', 4)","('would', 3)","('question', 3)","('must', 3)","('better', 3)","('laws', 3)"
The Analytic Synthetic Distinction_5 Conclusion.txt,"('might', 22)","('analytic', 16)","('would', 12)","('priori', 11)","('claims', 11)","('concepts', 9)","('claim', 9)","('could', 9)","('knowledge', 9)","('language', 8)","('fact', 8)","('case', 7)","('merely', 7)","('one', 7)","('suppose', 6)","('faculty', 6)","('competence', 6)","('see', 6)","('rules', 6)","('arithmetic', 6)"
Phenomenal Intentionality_2 The phenomenal intentionality theory.txt,"('phenomenal', 72)","('states', 67)","('intentional', 46)","('intentionality', 40)","('pit', 35)","('moderate', 16)","('view', 15)","('grounding', 14)","('nonphenomenal', 12)","('views', 11)","('versions', 10)","('might', 8)","('reductive', 8)","('example', 7)","('state', 7)","('see', 7)","('consciousness', 7)","('strong', 7)","('pitt', 7)","('possible', 6)"
War_1 Traditionalists and Revisionists.txt,"('defence', 7)","('morally', 5)","('national', 5)","('revisionists', 5)","('war', 4)","('traditionalist', 4)","('law', 4)","('states', 4)","('moral', 4)","('humanitarian', 4)","('intervention', 4)","('traditionalists', 3)","('international', 3)","('permitted', 3)","('revisionist', 3)","('first', 3)","('discrimination', 3)","('combatant', 3)","('equality', 3)","('mcmahan', 3)"
Externalism About Mental Content_2 The Classic Arguments for Externalism.txt,"('earth', 11)","('externalism', 10)","('water', 10)","('individual', 9)","('different', 8)","('beliefs', 7)","('twin', 7)","('belief', 7)","('arthritis', 7)","('xyz', 6)","('quenches', 6)","('contents', 4)","('true', 4)","('natural', 4)","('kind', 4)","('according', 4)","('used', 4)","('would', 4)","('utters', 4)","('expressing', 4)"
Narrow Mental Content_1 Introduction.txt,"('content', 23)","('narrow', 11)","('intrinsic', 11)","('properties', 9)","('mental', 8)","('belief', 8)","('state', 7)","('property', 7)","('penny', 7)","('could', 7)","('world', 5)","('individuals', 5)","('different', 5)","('way', 4)","('individual', 4)","('shape', 4)","('pocket', 4)","('even', 4)","('broad', 4)","('term', 3)"
Willard Van Orman Quine_4 Quinean Epistemology.txt,"('quine', 35)","('sentences', 32)","('observation', 28)","('assent', 27)","('sentence', 22)","('account', 20)","('language', 17)","('one', 16)","('see', 15)","('knowledge', 13)","('idea', 12)","('sensory', 12)","('stimulation', 12)","('may', 11)","('also', 11)","('however', 10)","('neural', 10)","('response', 9)","('thus', 8)","('might', 8)"
Folk Psychology as Mental Simulation_1 The Origins and Varieties of ST.txt,"('simulation', 10)","('mindreading', 7)","('mental', 5)","('goldman', 5)","('empirical', 5)","('theorists', 5)","('section', 5)","('account', 4)","('psychological', 4)","('theory', 4)","('philosophical', 4)","('shall', 4)","('gordon', 3)","('heal', 3)","('perner', 3)","('among', 3)","('one', 3)","('however', 3)","('family', 3)","('role', 3)"
Classical Logic_5 Metatheory.txt,"('gamma', 104)","('theta', 49)","('let', 43)","('set', 34)","('every', 32)","('vdash', 29)","('member', 29)","('theorem', 28)","('satisfies', 23)","('interpretation', 21)","('neg', 20)","('domain', 20)","('thetan', 20)","('sentences', 19)","('satisfiable', 19)","('infinite', 19)","('language', 19)","('kappa', 18)","('gamman', 17)","('phi', 16)"
Willard Van Orman Quine_5 Metaphysics Naturalized.txt,"('quine', 33)","('theory', 31)","('physical', 20)","('belief', 18)","('regimented', 16)","('see', 16)","('would', 16)","('idea', 15)","('true', 15)","('logic', 13)","('language', 12)","('however', 12)","('ordinary', 10)","('view', 10)","('reason', 10)","('extensionality', 10)","('cases', 10)","('states', 10)","('say', 9)","('matter', 9)"
Other Minds_2 The Conceptual Problem of Other Minds.txt,"('one', 18)","('problem', 14)","('pain', 13)","('concept', 10)","('others', 9)","('mental', 8)","('conceptual', 7)","('states', 6)","('feel', 6)","('way', 6)","('thought', 5)","('see', 4)","('make', 4)","('effect', 4)","('behavior', 4)","('epistemological', 3)","('understand', 3)","('insist', 3)","('imagine', 3)","('transition', 3)"
Aristotles Logic_4 Premises The Structures of Assertions.txt,"('universal', 13)","('aristotle', 12)","('subject', 7)","('either', 7)","('term', 7)","('sentences', 6)","('predicate', 6)","('single', 6)","('appears', 5)","('one', 5)","('terms', 5)","('individual', 5)","('predication', 5)","('true', 4)","('assertions', 4)","('must', 4)","('affirmation', 4)","('denial', 4)","('interpretation', 4)","('cannot', 4)"
Wittgensteins Aesthetics_2 The Critique of Scientism.txt,"('aesthetic', 20)","('wittgenstein', 18)","('one', 10)","('explanation', 8)","('model', 8)","('would', 7)","('satisfaction', 7)","('idea', 6)","('science', 6)","('case', 6)","('causal', 6)","('psychology', 6)","('scientific', 5)","('cases', 5)","('within', 5)","('conceptual', 5)","('lectures', 5)","('reduction', 5)","('kind', 5)","('aesthetics', 4)"
Karl Popper_9 Critical Evaluation.txt,"('scientific', 17)","('statements', 16)","('theory', 15)","('popper', 11)","('basic', 10)","('falsification', 8)","('critical', 7)","('theories', 6)","('newtonian', 6)","('would', 5)","('false', 5)","('planet', 5)","('laws', 5)","('law', 5)","('cannot', 4)","('science', 4)","('argues', 4)","('rather', 4)","('hypotheses', 4)","('experience', 4)"
Simplicity_4 Naturalistic Justifications of Simplicity.txt,"('theory', 14)","('theories', 12)","('occams', 10)","('razor', 10)","('example', 9)","('parsimonious', 8)","('species', 8)","('ether', 7)","('dispersal', 7)","('special', 6)","('extra', 6)","('science', 5)","('ontologically', 5)","('scientific', 5)","('explain', 5)","('law', 5)","('extensionist', 5)","('entities', 5)","('debate', 5)","('naturalistic', 4)"
War_4 Jus in Bello.txt,"('combatants', 78)","('killing', 74)","('war', 60)","('rights', 42)","('civilians', 41)","('noncombatants', 38)","('unjust', 35)","('soldiers', 32)","('one', 30)","('killed', 29)","('moral', 27)","('many', 26)","('combatant', 25)","('even', 24)","('permissible', 24)","('innocent', 24)","('responsibility', 22)","('equality', 20)","('law', 19)","('intentionally', 18)"
Logical Constants_7 Pragmatic demarcations.txt,"('logic', 18)","('demarcations', 10)","('warmbrod', 7)","('pragmatic', 7)","('analytical', 6)","('logical', 5)","('constants', 4)","('favored', 4)","('job', 4)","('theory', 4)","('firstorder', 4)","('properties', 4)","('property', 3)","('expression', 3)","('expressions', 3)","('idea', 3)","('deductive', 3)","('mathematical', 3)","('part', 3)","('grounds', 3)"
Intentionality_7 Are there intentional objects.txt,"('objects', 33)","('intentional', 18)","('properties', 18)","('theory', 14)","('nonexistent', 9)","('see', 9)","('view', 7)","('abstract', 7)","('intentionalobject', 7)","('existence', 7)","('relations', 6)","('fountain', 6)","('parsons', 6)","('two', 6)","('concrete', 5)","('particulars', 5)","('space', 5)","('time', 5)","('section', 5)","('intentionality', 4)"
Necessary and Sufficient Conditions_3 Problems for the Standard Theory.txt,"('condition', 16)","('necessary', 15)","('sufficient', 11)","('conditions', 8)","('would', 7)","('true', 6)","('statement', 6)","('reciprocity', 6)","('iii', 6)","('lambert', 6)","('example', 5)","('standard', 5)","('theory', 5)","('truth', 5)","('first', 5)","('cello', 5)","('ambiguity', 5)","('two', 4)","('sentences', 4)","('conditional', 4)"
Wittgensteins Philosophy of Mathematics_2 The Middle Wittgensteins Finitistic Constructivism.txt,"('mathematical', 101)","('wittgenstein', 76)","('infinite', 62)","('proposition', 57)","('numbers', 46)","('mathematics', 36)","('set', 36)","('proof', 34)","('calculus', 30)","('number', 30)","('sense', 28)","('cannot', 27)","('propositions', 24)","('says', 24)","('theory', 24)","('one', 23)","('real', 23)","('wvc', 22)","('say', 21)","('know', 21)"
The Notation in Principia Mathematica_2 Primitive Symbols.txt,"('exists', 2)","('phi', 2)","('reader', 1)","('find', 1)","('order', 1)","('introduced', 1)","('following', 1)","('symbols', 1)","('briefly', 1)","('described', 1)","('detail', 1)","('provided', 1)","('follows', 1)","('used', 1)","('peano', 1)","('recently', 1)","('forall', 1)","('added', 1)","('symmetry', 1)","('scholars', 1)"
